Cancer site,Sex,Age,Years,RegionID,Region,5-year RSR (%),SE,Lower 95%CI,Upper 95%CI
Leukemia,Both sexes,70 to 79,2014-18,3501.0,Erie St Clair,57.5,7,42.6,69.9
Leukemia,Both sexes,70 to 79,2014-18,3502.0,South West,58.4,5.4,47,68.1
Leukemia,Both sexes,70 to 79,2014-18,3503.0,Waterloo Wellington,42.5,6.6,29.5,54.9
Leukemia,Both sexes,70 to 79,2014-18,3504.0,Hamilton Niagara Haldimand Brant,55.9,4.7,46.3,64.5
Leukemia,Both sexes,70 to 79,2014-18,3505.0,Central West,40.2,6.7,27.2,52.8
Leukemia,Both sexes,70 to 79,2014-18,3506.0,Mississauga Halton,57.2,5.9,44.8,67.8
Leukemia,Both sexes,70 to 79,2014-18,3507.0,Toronto Central,56.8,5.3,45.8,66.3
Leukemia,Both sexes,70 to 79,2014-18,3508.0,Central,54.9,4.5,45.7,63.2
Leukemia,Both sexes,70 to 79,2014-18,3509.0,Central East,54.8,4.8,44.9,63.7
Leukemia,Both sexes,70 to 79,2014-18,3510.0,South East,56.1,5.8,44,66.6
Leukemia,Both sexes,70 to 79,2014-18,3511.0,Champlain,51.5,5.5,40.3,61.6
Leukemia,Both sexes,70 to 79,2014-18,3512.0,North Simcoe Muskoka,69.4,6.7,54.3,80.4
Leukemia,Both sexes,70 to 79,2014-18,3513.0,North East,54.3,6.6,40.6,66.1
Leukemia,Both sexes,70 to 79,2014-18,3514.0,North West,73.4,9.5,49.4,87.3
Leukemia,Both sexes,70 to 79,2014-18,35.0,Ontario,56,1.6,52.9,59
Leukemia,Males,70 to 79,2014-18,3501.0,Erie St Clair,52,8.9,33.6,67.6
Leukemia,Males,70 to 79,2014-18,3502.0,South West,60.2,7.7,43.6,73.3
Leukemia,Males,70 to 79,2014-18,3503.0,Waterloo Wellington,37.2,8.7,20.8,53.7
Leukemia,Males,70 to 79,2014-18,3504.0,Hamilton Niagara Haldimand Brant,57.8,6.4,44.4,69.1
Leukemia,Males,70 to 79,2014-18,3505.0,Central West,32.8,8.7,17,49.6
Leukemia,Males,70 to 79,2014-18,3506.0,Mississauga Halton,54.1,7.3,39,67.1
Leukemia,Males,70 to 79,2014-18,3507.0,Toronto Central,55.4,7.6,39.3,68.8
Leukemia,Males,70 to 79,2014-18,3508.0,Central,56.1,6.1,43.4,67
Leukemia,Males,70 to 79,2014-18,3509.0,Central East,49.1,6.4,36.1,60.8
Leukemia,Males,70 to 79,2014-18,3510.0,South East,58.7,7,43.8,70.9
Leukemia,Males,70 to 79,2014-18,3511.0,Champlain,50.8,6.3,37.9,62.3
Leukemia,Males,70 to 79,2014-18,3512.0,North Simcoe Muskoka,67,9.4,45.1,81.8
Leukemia,Males,70 to 79,2014-18,3513.0,North East,50.5,8.6,32.9,65.8
Leukemia,Males,70 to 79,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Leukemia,Males,70 to 79,2014-18,35.0,Ontario,55.7,2.1,51.5,59.6
Leukemia,Females,70 to 79,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Leukemia,Females,70 to 79,2014-18,3502.0,South West,52.4,7.4,37,65.7
Leukemia,Females,70 to 79,2014-18,3503.0,Waterloo Wellington,50.1,9.2,31.2,66.4
Leukemia,Females,70 to 79,2014-18,3504.0,Hamilton Niagara Haldimand Brant,51.5,6.8,37.5,63.9
Leukemia,Females,70 to 79,2014-18,3505.0,Central West,45.5,10,25.7,63.3
Leukemia,Females,70 to 79,2014-18,3506.0,Mississauga Halton,suppressed,suppressed,suppressed,suppressed
Leukemia,Females,70 to 79,2014-18,3507.0,Toronto Central,56.7,7.4,41.1,69.6
Leukemia,Females,70 to 79,2014-18,3508.0,Central,52.2,6.6,38.5,64.2
Leukemia,Females,70 to 79,2014-18,3509.0,Central East,62.3,7.2,46.6,74.6
Leukemia,Females,70 to 79,2014-18,3510.0,South East,47.2,9.2,28.8,63.6
Leukemia,Females,70 to 79,2014-18,3511.0,Champlain,52.8,8.9,34.3,68.3
Leukemia,Females,70 to 79,2014-18,3512.0,North Simcoe Muskoka,65.7,9.5,43.8,80.8
Leukemia,Females,70 to 79,2014-18,3513.0,North East,58,9.4,37.7,73.9
Leukemia,Females,70 to 79,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Leukemia,Females,70 to 79,2014-18,35.0,Ontario,56.3,2.4,51.5,60.8
Leukemia,Both sexes,80 plus,2014-18,3501.0,Erie St Clair,39,7.8,24,53.6
Leukemia,Both sexes,80 plus,2014-18,3502.0,South West,25.5,7.4,12.6,40.6
Leukemia,Both sexes,80 plus,2014-18,3503.0,Waterloo Wellington,31.4,9.5,14.4,49.9
Leukemia,Both sexes,80 plus,2014-18,3504.0,Hamilton Niagara Haldimand Brant,33.7,5.7,23,44.8
Leukemia,Both sexes,80 plus,2014-18,3505.0,Central West,45.5,9.7,26.2,63
Leukemia,Both sexes,80 plus,2014-18,3506.0,Mississauga Halton,33.2,6.9,20.3,46.6
Leukemia,Both sexes,80 plus,2014-18,3507.0,Toronto Central,45.1,6.3,32.6,56.8
Leukemia,Both sexes,80 plus,2014-18,3508.0,Central,48.7,4.7,39.3,57.5
Leukemia,Both sexes,80 plus,2014-18,3509.0,Central East,29.3,5.1,19.7,39.5
Leukemia,Both sexes,80 plus,2014-18,3510.0,South East,35,7.5,20.9,49.4
Leukemia,Both sexes,80 plus,2014-18,3511.0,Champlain,28.1,5.7,17.7,39.5
Leukemia,Both sexes,80 plus,2014-18,3512.0,North Simcoe Muskoka,48.7,8.5,31.5,64
Leukemia,Both sexes,80 plus,2014-18,3513.0,North East,36.9,8.4,21,53
Leukemia,Both sexes,80 plus,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Leukemia,Both sexes,80 plus,2014-18,35.0,Ontario,38.7,2,34.8,42.6
Leukemia,Males,80 plus,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Leukemia,Males,80 plus,2014-18,3502.0,South West,11,7.3,1.9,29.3
Leukemia,Males,80 plus,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Leukemia,Males,80 plus,2014-18,3504.0,Hamilton Niagara Haldimand Brant,25.4,6.4,14,38.5
Leukemia,Males,80 plus,2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Leukemia,Males,80 plus,2014-18,3506.0,Mississauga Halton,39.2,8.1,23.6,54.4
Leukemia,Males,80 plus,2014-18,3507.0,Toronto Central,48,9.8,28.2,65.3
Leukemia,Males,80 plus,2014-18,3508.0,Central,46.4,6.5,33.3,58.4
Leukemia,Males,80 plus,2014-18,3509.0,Central East,31.2,7.4,17.6,45.7
Leukemia,Males,80 plus,2014-18,3510.0,South East,30.9,9.1,14.7,48.7
Leukemia,Males,80 plus,2014-18,3511.0,Champlain,29.9,8.7,14.5,47.1
Leukemia,Males,80 plus,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Leukemia,Males,80 plus,2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Leukemia,Males,80 plus,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Leukemia,Males,80 plus,2014-18,35.0,Ontario,38,2.8,32.5,43.5
Leukemia,Females,80 plus,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Leukemia,Females,80 plus,2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Leukemia,Females,80 plus,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Leukemia,Females,80 plus,2014-18,3504.0,Hamilton Niagara Haldimand Brant,44.3,9,26.5,60.8
Leukemia,Females,80 plus,2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Leukemia,Females,80 plus,2014-18,3506.0,Mississauga Halton,20.7,8.5,7.3,38.8
Leukemia,Females,80 plus,2014-18,3507.0,Toronto Central,40.6,8.3,24.6,56
Leukemia,Females,80 plus,2014-18,3508.0,Central,50.7,6.7,37,62.8
Leukemia,Females,80 plus,2014-18,3509.0,Central East,25.4,6.8,13.3,39.3
Leukemia,Females,80 plus,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Leukemia,Females,80 plus,2014-18,3511.0,Champlain,23.5,7.1,11.3,38.2
Leukemia,Females,80 plus,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Leukemia,Females,80 plus,2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Leukemia,Females,80 plus,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Leukemia,Females,80 plus,2014-18,35.0,Ontario,39,2.8,33.5,44.4
Liver,Both sexes,all ages (15 to 99),2014-18,3501.0,Erie St Clair,20.5,3.4,14.3,27.5
Liver,Both sexes,all ages (15 to 99),2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,all ages (15 to 99),2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,all ages (15 to 99),2014-18,3504.0,Hamilton Niagara Haldimand Brant,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,all ages (15 to 99),2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,all ages (15 to 99),2014-18,3506.0,Mississauga Halton,23.5,3.1,17.7,29.7
Liver,Both sexes,all ages (15 to 99),2014-18,3507.0,Toronto Central,25.8,2.8,20.5,31.4
Liver,Both sexes,all ages (15 to 99),2014-18,3508.0,Central,33,2.6,27.9,38.1
Liver,Both sexes,all ages (15 to 99),2014-18,3509.0,Central East,25.5,2.7,20.5,30.9
Liver,Both sexes,all ages (15 to 99),2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,all ages (15 to 99),2014-18,3511.0,Champlain,22.5,2.7,17.4,28.1
Liver,Both sexes,all ages (15 to 99),2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,all ages (15 to 99),2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,all ages (15 to 99),2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,all ages (15 to 99),2014-18,35.0,Ontario,23.7,0.9,22,25.5
Liver,Males,all ages (15 to 99),2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Liver,Males,all ages (15 to 99),2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Liver,Males,all ages (15 to 99),2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Liver,Males,all ages (15 to 99),2014-18,3504.0,Hamilton Niagara Haldimand Brant,suppressed,suppressed,suppressed,suppressed
Liver,Males,all ages (15 to 99),2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Liver,Males,all ages (15 to 99),2014-18,3506.0,Mississauga Halton,suppressed,suppressed,suppressed,suppressed
Liver,Males,all ages (15 to 99),2014-18,3507.0,Toronto Central,26.8,3.2,20.7,33.1
Liver,Males,all ages (15 to 99),2014-18,3508.0,Central,38.8,3.3,32.3,45.2
Liver,Males,all ages (15 to 99),2014-18,3509.0,Central East,28.4,3.5,21.8,35.3
Liver,Males,all ages (15 to 99),2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Liver,Males,all ages (15 to 99),2014-18,3511.0,Champlain,suppressed,suppressed,suppressed,suppressed
Liver,Males,all ages (15 to 99),2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Liver,Males,all ages (15 to 99),2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Liver,Males,all ages (15 to 99),2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Liver,Males,all ages (15 to 99),2014-18,35.0,Ontario,25.2,1.1,23,27.4
Liver,Females,all ages (15 to 99),2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Liver,Females,all ages (15 to 99),2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Liver,Females,all ages (15 to 99),2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Liver,Females,all ages (15 to 99),2014-18,3504.0,Hamilton Niagara Haldimand Brant,suppressed,suppressed,suppressed,suppressed
Liver,Females,all ages (15 to 99),2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Liver,Females,all ages (15 to 99),2014-18,3506.0,Mississauga Halton,suppressed,suppressed,suppressed,suppressed
Liver,Females,all ages (15 to 99),2014-18,3507.0,Toronto Central,suppressed,suppressed,suppressed,suppressed
Liver,Females,all ages (15 to 99),2014-18,3508.0,Central,22.8,3.8,15.8,30.5
Liver,Females,all ages (15 to 99),2014-18,3509.0,Central East,20,4.4,12.2,29.2
Liver,Females,all ages (15 to 99),2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Liver,Females,all ages (15 to 99),2014-18,3511.0,Champlain,suppressed,suppressed,suppressed,suppressed
Liver,Females,all ages (15 to 99),2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Liver,Females,all ages (15 to 99),2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Liver,Females,all ages (15 to 99),2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Liver,Females,all ages (15 to 99),2014-18,35.0,Ontario,20.1,1.5,17.4,23
Liver,Both sexes,15 to 29,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,15 to 29,2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,15 to 29,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,15 to 29,2014-18,3504.0,Hamilton Niagara Haldimand Brant,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,15 to 29,2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,15 to 29,2014-18,3506.0,Mississauga Halton,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,15 to 29,2014-18,3507.0,Toronto Central,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,15 to 29,2014-18,3508.0,Central,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,15 to 29,2014-18,3509.0,Central East,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,15 to 29,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,15 to 29,2014-18,3511.0,Champlain,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,15 to 29,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,15 to 29,2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,15 to 29,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,15 to 29,2014-18,35.0,Ontario,suppressed,suppressed,suppressed,suppressed
Liver,Males,15 to 29,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Liver,Males,15 to 29,2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Liver,Males,15 to 29,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Liver,Males,15 to 29,2014-18,3504.0,Hamilton Niagara Haldimand Brant,suppressed,suppressed,suppressed,suppressed
Liver,Males,15 to 29,2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Liver,Males,15 to 29,2014-18,3506.0,Mississauga Halton,suppressed,suppressed,suppressed,suppressed
Liver,Males,15 to 29,2014-18,3507.0,Toronto Central,suppressed,suppressed,suppressed,suppressed
Liver,Males,15 to 29,2014-18,3508.0,Central,suppressed,suppressed,suppressed,suppressed
Liver,Males,15 to 29,2014-18,3509.0,Central East,suppressed,suppressed,suppressed,suppressed
Liver,Males,15 to 29,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Liver,Males,15 to 29,2014-18,3511.0,Champlain,suppressed,suppressed,suppressed,suppressed
Liver,Males,15 to 29,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Liver,Males,15 to 29,2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Liver,Males,15 to 29,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Liver,Males,15 to 29,2014-18,35.0,Ontario,suppressed,suppressed,suppressed,suppressed
Liver,Females,15 to 29,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Liver,Females,15 to 29,2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Liver,Females,15 to 29,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Liver,Females,15 to 29,2014-18,3504.0,Hamilton Niagara Haldimand Brant,suppressed,suppressed,suppressed,suppressed
Liver,Females,15 to 29,2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Liver,Females,15 to 29,2014-18,3506.0,Mississauga Halton,suppressed,suppressed,suppressed,suppressed
Liver,Females,15 to 29,2014-18,3507.0,Toronto Central,suppressed,suppressed,suppressed,suppressed
Liver,Females,15 to 29,2014-18,3508.0,Central,suppressed,suppressed,suppressed,suppressed
Liver,Females,15 to 29,2014-18,3509.0,Central East,suppressed,suppressed,suppressed,suppressed
Liver,Females,15 to 29,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Liver,Females,15 to 29,2014-18,3511.0,Champlain,suppressed,suppressed,suppressed,suppressed
Liver,Females,15 to 29,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Liver,Females,15 to 29,2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Liver,Females,15 to 29,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Liver,Females,15 to 29,2014-18,35.0,Ontario,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,30 to 39,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,30 to 39,2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,30 to 39,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,30 to 39,2014-18,3504.0,Hamilton Niagara Haldimand Brant,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,30 to 39,2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,30 to 39,2014-18,3506.0,Mississauga Halton,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,30 to 39,2014-18,3507.0,Toronto Central,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,30 to 39,2014-18,3508.0,Central,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,30 to 39,2014-18,3509.0,Central East,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,30 to 39,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,30 to 39,2014-18,3511.0,Champlain,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,30 to 39,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,30 to 39,2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,30 to 39,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,30 to 39,2014-18,35.0,Ontario,58.4,9.3,38.3,73.9
Liver,Males,30 to 39,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Liver,Males,30 to 39,2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Liver,Males,30 to 39,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Liver,Males,30 to 39,2014-18,3504.0,Hamilton Niagara Haldimand Brant,suppressed,suppressed,suppressed,suppressed
Liver,Males,30 to 39,2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Liver,Males,30 to 39,2014-18,3506.0,Mississauga Halton,suppressed,suppressed,suppressed,suppressed
Liver,Males,30 to 39,2014-18,3507.0,Toronto Central,suppressed,suppressed,suppressed,suppressed
Liver,Males,30 to 39,2014-18,3508.0,Central,suppressed,suppressed,suppressed,suppressed
Liver,Males,30 to 39,2014-18,3509.0,Central East,suppressed,suppressed,suppressed,suppressed
Liver,Males,30 to 39,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Liver,Males,30 to 39,2014-18,3511.0,Champlain,suppressed,suppressed,suppressed,suppressed
Liver,Males,30 to 39,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Liver,Males,30 to 39,2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Liver,Males,30 to 39,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Liver,Males,30 to 39,2014-18,35.0,Ontario,suppressed,suppressed,suppressed,suppressed
Liver,Females,30 to 39,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Liver,Females,30 to 39,2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Liver,Females,30 to 39,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Liver,Females,30 to 39,2014-18,3504.0,Hamilton Niagara Haldimand Brant,suppressed,suppressed,suppressed,suppressed
Liver,Females,30 to 39,2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Liver,Females,30 to 39,2014-18,3506.0,Mississauga Halton,suppressed,suppressed,suppressed,suppressed
Liver,Females,30 to 39,2014-18,3507.0,Toronto Central,suppressed,suppressed,suppressed,suppressed
Liver,Females,30 to 39,2014-18,3508.0,Central,suppressed,suppressed,suppressed,suppressed
Liver,Females,30 to 39,2014-18,3509.0,Central East,suppressed,suppressed,suppressed,suppressed
Liver,Females,30 to 39,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Liver,Females,30 to 39,2014-18,3511.0,Champlain,suppressed,suppressed,suppressed,suppressed
Liver,Females,30 to 39,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Liver,Females,30 to 39,2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Liver,Females,30 to 39,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Liver,Females,30 to 39,2014-18,35.0,Ontario,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,40 to 49,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,40 to 49,2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,40 to 49,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,40 to 49,2014-18,3504.0,Hamilton Niagara Haldimand Brant,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,40 to 49,2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,40 to 49,2014-18,3506.0,Mississauga Halton,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,40 to 49,2014-18,3507.0,Toronto Central,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,40 to 49,2014-18,3508.0,Central,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,40 to 49,2014-18,3509.0,Central East,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,40 to 49,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,40 to 49,2014-18,3511.0,Champlain,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,40 to 49,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,40 to 49,2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,40 to 49,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Liver,Both sexes,40 to 49,2014-18,35.0,Ontario,36.4,4.8,27.1,45.8
Liver,Males,40 to 49,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Liver,Males,40 to 49,2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Liver,Males,40 to 49,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Liver,Males,40 to 49,2014-18,3504.0,Hamilton Niagara Haldimand Brant,suppressed,suppressed,suppressed,suppressed
Liver,Males,40 to 49,2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Liver,Males,40 to 49,2014-18,3506.0,Mississauga Halton,suppressed,suppressed,suppressed,suppressed
Liver,Males,40 to 49,2014-18,3507.0,Toronto Central,suppressed,suppressed,suppressed,suppressed
Liver,Males,40 to 49,2014-18,3508.0,Central,suppressed,suppressed,suppressed,suppressed
Liver,Males,40 to 49,2014-18,3509.0,Central East,suppressed,suppressed,suppressed,suppressed
Liver,Males,40 to 49,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Liver,Males,40 to 49,2014-18,3511.0,Champlain,suppressed,suppressed,suppressed,suppressed
Liver,Males,40 to 49,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Liver,Males,40 to 49,2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Liver,Males,40 to 49,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Liver,Males,40 to 49,2014-18,35.0,Ontario,33.8,6,22.4,45.5
Liver,Females,40 to 49,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Liver,Females,40 to 49,2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Liver,Females,40 to 49,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Liver,Females,40 to 49,2014-18,3504.0,Hamilton Niagara Haldimand Brant,suppressed,suppressed,suppressed,suppressed
Liver,Females,40 to 49,2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Liver,Females,40 to 49,2014-18,3506.0,Mississauga Halton,suppressed,suppressed,suppressed,suppressed
Liver,Females,40 to 49,2014-18,3507.0,Toronto Central,suppressed,suppressed,suppressed,suppressed
Liver,Females,40 to 49,2014-18,3508.0,Central,suppressed,suppressed,suppressed,suppressed
Liver,Females,40 to 49,2014-18,3509.0,Central East,suppressed,suppressed,suppressed,suppressed
Liver,Females,40 to 49,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Liver,Females,40 to 49,2014-18,3511.0,Champlain,suppressed,suppressed,suppressed,suppressed
Liver,Females,40 to 49,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Liver,Females,40 to 49,2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Liver,Females,40 to 49,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Liver,Females,40 to 49,2014-18,35.0,Ontario,40.3,8,24.8,55.3
Liver,Both sexes,50 to 59,2014-18,3501.0,Erie St Clair,24.9,9.6,9.1,44.7
Liver,Both sexes,50 to 59,2014-18,3502.0,South West,16.6,6.6,6.2,31.3
Liver,Both sexes,50 to 59,2014-18,3503.0,Waterloo Wellington,19,8,6.5,36.5
Liver,Both sexes,50 to 59,2014-18,3504.0,Hamilton Niagara Haldimand Brant,25,6.9,12.9,39.1
Liver,Both sexes,50 to 59,2014-18,3505.0,Central West,35.8,9.3,18.4,53.5
Liver,Both sexes,50 to 59,2014-18,3506.0,Mississauga Halton,26.8,7.6,13.4,42.2
Liver,Both sexes,50 to 59,2014-18,3507.0,Toronto Central,28.2,6.1,17,40.5
Liver,Both sexes,50 to 59,2014-18,3508.0,Central,38.7,6.1,26.8,50.5
Liver,Both sexes,50 to 59,2014-18,3509.0,Central East,33.4,6.5,21.1,46.2
