Cancer site,Sex,Age,Years,RegionID,Region,5-year RSR (%),SE,Lower 95%CI,Upper 95%CI
Lung,Females,70 to 79,2014-18,3542.0,Lambton,28,8.8,12.7,45.6
Lung,Females,70 to 79,2014-18,3543.0,Leeds Grenville and Lanark,20.1,5.1,11.2,30.9
Lung,Females,70 to 79,2014-18,3544.0,Middlesex-London,27.3,4.2,19.5,35.7
Lung,Females,70 to 79,2014-18,3546.0,Niagara Region,27.8,3.8,20.6,35.4
Lung,Females,70 to 79,2014-18,3547.0,North Bay Parry Sound,26.3,5.5,16.3,37.4
Lung,Females,70 to 79,2014-18,3549.0,Northwestern,24.1,8.5,9.9,41.8
Lung,Females,70 to 79,2014-18,3551.0,Ottawa,28.4,3.2,22.3,34.7
Lung,Females,70 to 79,2014-18,3575.0,Southwestern,17.2,5.3,8.3,28.7
Lung,Females,70 to 79,2014-18,3553.0,Peel,27.7,3.4,21.4,34.4
Lung,Females,70 to 79,2014-18,3554.0,Perth,26.8,9.5,10.8,46
Lung,Females,70 to 79,2014-18,3555.0,Peterborough,28.5,5.6,18.1,39.8
Lung,Females,70 to 79,2014-18,3556.0,Porcupine,30.6,8.6,15.2,47.6
Lung,Females,70 to 79,2014-18,3557.0,Renfrew County,21.6,6.3,10.8,34.8
Lung,Females,70 to 79,2014-18,3558.0,Eastern Ontario,33.4,5.3,23.3,43.7
Lung,Females,70 to 79,2014-18,3560.0,Simcoe Muskoka,30.5,3.6,23.6,37.6
Lung,Females,70 to 79,2014-18,3561.0,Sudbury,20.9,4.5,12.9,30.2
Lung,Females,70 to 79,2014-18,3562.0,Thunder Bay District,15.7,5,7.5,26.7
Lung,Females,70 to 79,2014-18,3563.0,Timiskaming,suppressed,suppressed,suppressed,suppressed
Lung,Females,70 to 79,2014-18,3565.0,Region of Waterloo,20.8,4.2,13.3,29.5
Lung,Females,70 to 79,2014-18,3566.0,Wellington-Dufferin-Guelph,23.1,4.9,14.3,33.1
Lung,Females,70 to 79,2014-18,3568.0,Windsor-Essex County,26.3,4.6,17.9,35.5
Lung,Females,70 to 79,2014-18,3570.0,York Region,33.2,4.2,25.1,41.5
Lung,Females,70 to 79,2014-18,3595.0,Toronto,34.7,2.4,30.2,39.3
Lung,Females,70 to 79,2014-18,35.0,All Ontario,28.1,0.8,26.5,29.7
Lung,Both sexes,80 plus,2014-18,3526.0,Algoma,12.7,5.6,4.4,25.7
Lung,Both sexes,80 plus,2014-18,3527.0,Brant County,0,0,suppressed,suppressed
Lung,Both sexes,80 plus,2014-18,3530.0,Durham Region,13.9,2.9,8.9,20
Lung,Both sexes,80 plus,2014-18,3533.0,Grey-Bruce,8.6,4,2.9,18.3
Lung,Both sexes,80 plus,2014-18,3534.0,Haldimand-Norfolk,14.8,5.5,6.2,27
Lung,Both sexes,80 plus,2014-18,3535.0,Haliburton Kawartha Pine Ridge,20.7,4.9,12.1,31
Lung,Both sexes,80 plus,2014-18,3536.0,Halton Region,21.7,4.5,13.7,31
Lung,Both sexes,80 plus,2014-18,3537.0,Hamilton,17.9,3.2,12.1,24.7
Lung,Both sexes,80 plus,2014-18,3538.0,Hastings Prince Edward Counties,10.1,6.3,2,26
Lung,Both sexes,80 plus,2014-18,3539.0,Huron County,0,0,suppressed,suppressed
Lung,Both sexes,80 plus,2014-18,3540.0,Chatham-Kent,suppressed,suppressed,suppressed,suppressed
Lung,Both sexes,80 plus,2014-18,3541.0,Kingston Frontenac Lennox Addington,12.5,5.3,4.5,24.9
Lung,Both sexes,80 plus,2014-18,3542.0,Lambton,15.6,6.2,5.9,29.5
Lung,Both sexes,80 plus,2014-18,3543.0,Leeds Grenville and Lanark,20.9,7,9.3,35.7
Lung,Both sexes,80 plus,2014-18,3544.0,Middlesex-London,15.5,3.7,9.1,23.4
Lung,Both sexes,80 plus,2014-18,3546.0,Niagara Region,13.6,3.2,8.1,20.7
Lung,Both sexes,80 plus,2014-18,3547.0,North Bay Parry Sound,19.5,6.2,9.1,32.8
Lung,Both sexes,80 plus,2014-18,3549.0,Northwestern,suppressed,suppressed,suppressed,suppressed
Lung,Both sexes,80 plus,2014-18,3551.0,Ottawa,19,2.6,14.2,24.4
Lung,Both sexes,80 plus,2014-18,3575.0,Southwestern,12.4,3.9,6,21.2
Lung,Both sexes,80 plus,2014-18,3553.0,Peel,15.5,2.8,10.4,21.4
Lung,Both sexes,80 plus,2014-18,3554.0,Perth,suppressed,suppressed,suppressed,suppressed
Lung,Both sexes,80 plus,2014-18,3555.0,Peterborough,23.3,5.3,13.9,34.2
Lung,Both sexes,80 plus,2014-18,3556.0,Porcupine,suppressed,suppressed,suppressed,suppressed
Lung,Both sexes,80 plus,2014-18,3557.0,Renfrew County,16.2,5.9,6.8,29.2
Lung,Both sexes,80 plus,2014-18,3558.0,Eastern Ontario,14.5,5.4,5.9,26.7
Lung,Both sexes,80 plus,2014-18,3560.0,Simcoe Muskoka,22.3,3.9,15.3,30.2
Lung,Both sexes,80 plus,2014-18,3561.0,Sudbury,10.1,3.9,4.2,19.2
Lung,Both sexes,80 plus,2014-18,3562.0,Thunder Bay District,12.8,5.4,4.6,25.3
Lung,Both sexes,80 plus,2014-18,3563.0,Timiskaming,suppressed,suppressed,suppressed,suppressed
Lung,Both sexes,80 plus,2014-18,3565.0,Region of Waterloo,15.4,3.9,8.8,23.8
Lung,Both sexes,80 plus,2014-18,3566.0,Wellington-Dufferin-Guelph,16.3,5.4,7.4,28.3
Lung,Both sexes,80 plus,2014-18,3568.0,Windsor-Essex County,6.6,2.4,2.9,12.3
Lung,Both sexes,80 plus,2014-18,3570.0,York Region,21.4,3.5,15,28.6
Lung,Both sexes,80 plus,2014-18,3595.0,Toronto,21.4,1.8,18,25
Lung,Both sexes,80 plus,2014-18,35.0,All Ontario,17.9,0.7,16.5,19.4
Lung,Males,80 plus,2014-18,3526.0,Algoma,9,6.1,1.5,25.1
Lung,Males,80 plus,2014-18,3527.0,Brant County,0,0,suppressed,suppressed
Lung,Males,80 plus,2014-18,3530.0,Durham Region,13.1,4.1,6.4,22.2
Lung,Males,80 plus,2014-18,3533.0,Grey-Bruce,5.9,4.4,0.9,18.5
Lung,Males,80 plus,2014-18,3534.0,Haldimand-Norfolk,12.1,7.9,2.1,31.7
Lung,Males,80 plus,2014-18,3535.0,Haliburton Kawartha Pine Ridge,14.8,6.2,5.3,29
Lung,Males,80 plus,2014-18,3536.0,Halton Region,19.4,5.9,9.4,32
Lung,Males,80 plus,2014-18,3537.0,Hamilton,15.4,4.7,7.5,25.7
Lung,Males,80 plus,2014-18,3538.0,Hastings Prince Edward Counties,15.5,7.8,4.2,33.3
Lung,Males,80 plus,2014-18,3539.0,Huron County,0,0,suppressed,suppressed
Lung,Males,80 plus,2014-18,3540.0,Chatham-Kent,suppressed,suppressed,suppressed,suppressed
Lung,Males,80 plus,2014-18,3541.0,Kingston Frontenac Lennox Addington,3.2,3.4,0.2,15
Lung,Males,80 plus,2014-18,3542.0,Lambton,suppressed,suppressed,suppressed,suppressed
Lung,Males,80 plus,2014-18,3543.0,Leeds Grenville and Lanark,8.7,7.9,0.7,30.7
Lung,Males,80 plus,2014-18,3544.0,Middlesex-London,10,4.2,3.7,19.9
Lung,Males,80 plus,2014-18,3546.0,Niagara Region,10.2,4.8,3.3,21.7
Lung,Males,80 plus,2014-18,3547.0,North Bay Parry Sound,12.5,6.5,3.4,27.9
Lung,Males,80 plus,2014-18,3549.0,Northwestern,suppressed,suppressed,suppressed,suppressed
Lung,Males,80 plus,2014-18,3551.0,Ottawa,14.7,3.4,8.7,22.1
Lung,Males,80 plus,2014-18,3575.0,Southwestern,10.9,5.1,3.5,23
Lung,Males,80 plus,2014-18,3553.0,Peel,16.3,4.1,9.3,25.1
Lung,Males,80 plus,2014-18,3554.0,Perth,suppressed,suppressed,suppressed,suppressed
Lung,Males,80 plus,2014-18,3555.0,Peterborough,23.8,8.1,10.2,40.4
Lung,Males,80 plus,2014-18,3556.0,Porcupine,suppressed,suppressed,suppressed,suppressed
Lung,Males,80 plus,2014-18,3557.0,Renfrew County,suppressed,suppressed,suppressed,suppressed
Lung,Males,80 plus,2014-18,3558.0,Eastern Ontario,suppressed,suppressed,suppressed,suppressed
Lung,Males,80 plus,2014-18,3560.0,Simcoe Muskoka,15.8,5.1,7.5,27
Lung,Males,80 plus,2014-18,3561.0,Sudbury,11,5.5,3.2,24.3
Lung,Males,80 plus,2014-18,3562.0,Thunder Bay District,suppressed,suppressed,suppressed,suppressed
Lung,Males,80 plus,2014-18,3563.0,Timiskaming,suppressed,suppressed,suppressed,suppressed
Lung,Males,80 plus,2014-18,3565.0,Region of Waterloo,10.3,4.3,3.8,20.6
Lung,Males,80 plus,2014-18,3566.0,Wellington-Dufferin-Guelph,suppressed,suppressed,suppressed,suppressed
Lung,Males,80 plus,2014-18,3568.0,Windsor-Essex County,7.6,4.1,2,18.1
Lung,Males,80 plus,2014-18,3570.0,York Region,18.9,4,11.8,27.2
Lung,Males,80 plus,2014-18,3595.0,Toronto,16.5,2.4,12.2,21.4
Lung,Males,80 plus,2014-18,35.0,All Ontario,15.4,1,13.5,17.5
Lung,Females,80 plus,2014-18,3526.0,Algoma,10.5,8.6,1,33.1
Lung,Females,80 plus,2014-18,3527.0,Brant County,0,0,suppressed,suppressed
Lung,Females,80 plus,2014-18,3530.0,Durham Region,13.8,3.8,7.4,22
Lung,Females,80 plus,2014-18,3533.0,Grey-Bruce,9.5,6.2,1.7,25.6
Lung,Females,80 plus,2014-18,3534.0,Haldimand-Norfolk,13.7,6.4,4.3,28.6
Lung,Females,80 plus,2014-18,3535.0,Haliburton Kawartha Pine Ridge,26.8,6.9,14.5,40.7
Lung,Females,80 plus,2014-18,3536.0,Halton Region,23.9,6.5,12.5,37.3
Lung,Females,80 plus,2014-18,3537.0,Hamilton,18.9,4.3,11.3,27.9
Lung,Females,80 plus,2014-18,3538.0,Hastings Prince Edward Counties,7.6,7.1,0.5,28.2
Lung,Females,80 plus,2014-18,3539.0,Huron County,0,0,suppressed,suppressed
Lung,Females,80 plus,2014-18,3540.0,Chatham-Kent,suppressed,suppressed,suppressed,suppressed
Lung,Females,80 plus,2014-18,3541.0,Kingston Frontenac Lennox Addington,suppressed,suppressed,suppressed,suppressed
Lung,Females,80 plus,2014-18,3542.0,Lambton,11.9,6.3,3.2,26.9
Lung,Females,80 plus,2014-18,3543.0,Leeds Grenville and Lanark,suppressed,suppressed,suppressed,suppressed
Lung,Females,80 plus,2014-18,3544.0,Middlesex-London,17.7,5.9,8.1,30.4
Lung,Females,80 plus,2014-18,3546.0,Niagara Region,14.4,4.3,7.2,24
Lung,Females,80 plus,2014-18,3547.0,North Bay Parry Sound,suppressed,suppressed,suppressed,suppressed
Lung,Females,80 plus,2014-18,3549.0,Northwestern,suppressed,suppressed,suppressed,suppressed
Lung,Females,80 plus,2014-18,3551.0,Ottawa,23.3,3.9,16.1,31.3
Lung,Females,80 plus,2014-18,3575.0,Southwestern,11.3,5.5,3.5,24.4
Lung,Females,80 plus,2014-18,3553.0,Peel,14.2,3.8,7.8,22.4
Lung,Females,80 plus,2014-18,3554.0,Perth,suppressed,suppressed,suppressed,suppressed
Lung,Females,80 plus,2014-18,3555.0,Peterborough,23.5,7.1,11.2,38.2
Lung,Females,80 plus,2014-18,3556.0,Porcupine,suppressed,suppressed,suppressed,suppressed
Lung,Females,80 plus,2014-18,3557.0,Renfrew County,9.9,6.2,1.9,25.6
Lung,Females,80 plus,2014-18,3558.0,Eastern Ontario,19.9,8.2,7,37.5
Lung,Females,80 plus,2014-18,3560.0,Simcoe Muskoka,27.4,5.7,16.9,38.9
Lung,Females,80 plus,2014-18,3561.0,Sudbury,7.3,5,1.3,20.7
Lung,Females,80 plus,2014-18,3562.0,Thunder Bay District,20.3,8.5,7,38.6
Lung,Females,80 plus,2014-18,3563.0,Timiskaming,suppressed,suppressed,suppressed,suppressed
Lung,Females,80 plus,2014-18,3565.0,Region of Waterloo,19.6,5.9,9.6,32.1
Lung,Females,80 plus,2014-18,3566.0,Wellington-Dufferin-Guelph,20.9,7.6,8.5,37
Lung,Females,80 plus,2014-18,3568.0,Windsor-Essex County,3.8,2.4,0.9,10.5
Lung,Females,80 plus,2014-18,3570.0,York Region,22.5,5.7,12.4,34.4
Lung,Females,80 plus,2014-18,3595.0,Toronto,26.2,2.7,21.1,31.6
Lung,Females,80 plus,2014-18,35.0,All Ontario,20.5,1.1,18.4,22.7
Melanoma,Both sexes,all ages (15 to 99),2014-18,3526.0,Algoma,89.5,3.3,80.7,94.4
Melanoma,Both sexes,all ages (15 to 99),2014-18,3527.0,Brant County,87.4,3.9,77.2,93.2
Melanoma,Both sexes,all ages (15 to 99),2014-18,3530.0,Durham Region,90.4,1.8,86.3,93.3
Melanoma,Both sexes,all ages (15 to 99),2014-18,3533.0,Grey-Bruce,90.5,2.7,83.4,94.6
Melanoma,Both sexes,all ages (15 to 99),2014-18,3534.0,Haldimand-Norfolk,87.3,3.9,77.1,93.2
Melanoma,Both sexes,all ages (15 to 99),2014-18,3535.0,Haliburton Kawartha Pine Ridge,89.9,2.3,84.2,93.6
Melanoma,Both sexes,all ages (15 to 99),2014-18,3536.0,Halton Region,92.8,1.5,89.1,95.2
Melanoma,Both sexes,all ages (15 to 99),2014-18,3537.0,Hamilton,88.9,2,84.3,92.3
Melanoma,Both sexes,all ages (15 to 99),2014-18,3538.0,Hastings Prince Edward Counties,89.9,2.5,83.7,93.8
Melanoma,Both sexes,all ages (15 to 99),2014-18,3539.0,Huron County,83.3,6.1,66.9,92
Melanoma,Both sexes,all ages (15 to 99),2014-18,3540.0,Chatham-Kent,83.5,4.5,72.3,90.5
Melanoma,Both sexes,all ages (15 to 99),2014-18,3541.0,Kingston Frontenac Lennox Addington,88.1,3.5,79.3,93.4
Melanoma,Both sexes,all ages (15 to 99),2014-18,3542.0,Lambton,82.8,3.7,74,88.8
Melanoma,Both sexes,all ages (15 to 99),2014-18,3543.0,Leeds Grenville and Lanark,89.8,2.5,83.7,93.7
Melanoma,Both sexes,all ages (15 to 99),2014-18,3544.0,Middlesex-London,94.7,1.6,90.6,97.1
Melanoma,Both sexes,all ages (15 to 99),2014-18,3546.0,Niagara Region,89.6,1.9,85.2,92.7
Melanoma,Both sexes,all ages (15 to 99),2014-18,3547.0,North Bay Parry Sound,91.1,2.9,83.3,95.4
Melanoma,Both sexes,all ages (15 to 99),2014-18,3549.0,Northwestern,77.1,8.9,53.7,89.7
Melanoma,Both sexes,all ages (15 to 99),2014-18,3551.0,Ottawa,93.8,1.3,90.5,95.9
Melanoma,Both sexes,all ages (15 to 99),2014-18,3575.0,Southwestern,84.6,3.5,76.2,90.2
Melanoma,Both sexes,all ages (15 to 99),2014-18,3553.0,Peel,91.3,1.6,87.7,93.9
Melanoma,Both sexes,all ages (15 to 99),2014-18,3554.0,Perth,88.5,4.1,77.3,94.4
Melanoma,Both sexes,all ages (15 to 99),2014-18,3555.0,Peterborough,83.5,4.1,73.7,90
Melanoma,Both sexes,all ages (15 to 99),2014-18,3556.0,Porcupine,suppressed,suppressed,suppressed,suppressed
Melanoma,Both sexes,all ages (15 to 99),2014-18,3557.0,Renfrew County,81.9,4.9,69.8,89.5
Melanoma,Both sexes,all ages (15 to 99),2014-18,3558.0,Eastern Ontario,85.5,2.9,78.7,90.3
Melanoma,Both sexes,all ages (15 to 99),2014-18,3560.0,Simcoe Muskoka,90.9,1.7,86.9,93.7
Melanoma,Both sexes,all ages (15 to 99),2014-18,3561.0,Sudbury,82.9,4.3,72.5,89.6
Melanoma,Both sexes,all ages (15 to 99),2014-18,3562.0,Thunder Bay District,79,5.3,66.4,87.4
Melanoma,Both sexes,all ages (15 to 99),2014-18,3563.0,Timiskaming,suppressed,suppressed,suppressed,suppressed
Melanoma,Both sexes,all ages (15 to 99),2014-18,3565.0,Region of Waterloo,88.8,2.1,83.9,92.3
Melanoma,Both sexes,all ages (15 to 99),2014-18,3566.0,Wellington-Dufferin-Guelph,89.3,2.6,83,93.4
Melanoma,Both sexes,all ages (15 to 99),2014-18,3568.0,Windsor-Essex County,88.8,2.2,83.6,92.4
Melanoma,Both sexes,all ages (15 to 99),2014-18,3570.0,York Region,88.7,2,84,92.1
Melanoma,Both sexes,all ages (15 to 99),2014-18,3595.0,Toronto,90.6,1.1,88.1,92.5
Melanoma,Both sexes,all ages (15 to 99),2014-18,35.0,All Ontario,90.3,0.4,89.4,91.1
Melanoma,Males,all ages (15 to 99),2014-18,3526.0,Algoma,suppressed,suppressed,suppressed,suppressed
Melanoma,Males,all ages (15 to 99),2014-18,3527.0,Brant County,86.3,6,69.1,94.3
Melanoma,Males,all ages (15 to 99),2014-18,3530.0,Durham Region,87.9,2.6,81.7,92.1
Melanoma,Males,all ages (15 to 99),2014-18,3533.0,Grey-Bruce,86.2,4,75.9,92.3
Melanoma,Males,all ages (15 to 99),2014-18,3534.0,Haldimand-Norfolk,83,6.3,66.1,91.9
Melanoma,Males,all ages (15 to 99),2014-18,3535.0,Haliburton Kawartha Pine Ridge,85.9,3.2,78,91.1
Melanoma,Males,all ages (15 to 99),2014-18,3536.0,Halton Region,94.5,1.9,89.4,97.2
Melanoma,Males,all ages (15 to 99),2014-18,3537.0,Hamilton,88.9,3,81.5,93.5
Melanoma,Males,all ages (15 to 99),2014-18,3538.0,Hastings Prince Edward Counties,84.7,3.2,77,90
Melanoma,Males,all ages (15 to 99),2014-18,3539.0,Huron County,89.1,3.8,78.7,94.6
Melanoma,Males,all ages (15 to 99),2014-18,3540.0,Chatham-Kent,74.9,7.6,56.3,86.5
Melanoma,Males,all ages (15 to 99),2014-18,3541.0,Kingston Frontenac Lennox Addington,suppressed,suppressed,suppressed,suppressed
Melanoma,Males,all ages (15 to 99),2014-18,3542.0,Lambton,84,3.7,75.1,90
Melanoma,Males,all ages (15 to 99),2014-18,3543.0,Leeds Grenville and Lanark,89,3.5,79.7,94.1
Melanoma,Males,all ages (15 to 99),2014-18,3544.0,Middlesex-London,90.6,3.6,80.6,95.6
Melanoma,Males,all ages (15 to 99),2014-18,3546.0,Niagara Region,90,2.9,82.5,94.4
Melanoma,Males,all ages (15 to 99),2014-18,3547.0,North Bay Parry Sound,suppressed,suppressed,suppressed,suppressed
Melanoma,Males,all ages (15 to 99),2014-18,3549.0,Northwestern,suppressed,suppressed,suppressed,suppressed
Melanoma,Males,all ages (15 to 99),2014-18,3551.0,Ottawa,93.7,1.5,90,96.1
Melanoma,Males,all ages (15 to 99),2014-18,3575.0,Southwestern,86.4,3.6,77.4,92
Melanoma,Males,all ages (15 to 99),2014-18,3553.0,Peel,90.2,2.1,85.3,93.6
Melanoma,Males,all ages (15 to 99),2014-18,3554.0,Perth,88.8,4.5,76,95
Melanoma,Males,all ages (15 to 99),2014-18,3555.0,Peterborough,88.4,3.3,80,93.4
Melanoma,Males,all ages (15 to 99),2014-18,3556.0,Porcupine,suppressed,suppressed,suppressed,suppressed
Melanoma,Males,all ages (15 to 99),2014-18,3557.0,Renfrew County,suppressed,suppressed,suppressed,suppressed
Melanoma,Males,all ages (15 to 99),2014-18,3558.0,Eastern Ontario,81.3,4,71.8,87.8
Melanoma,Males,all ages (15 to 99),2014-18,3560.0,Simcoe Muskoka,87.7,2.8,80.9,92.2
Melanoma,Males,all ages (15 to 99),2014-18,3561.0,Sudbury,80.7,6.2,64.8,90
Melanoma,Males,all ages (15 to 99),2014-18,3562.0,Thunder Bay District,suppressed,suppressed,suppressed,suppressed
Melanoma,Males,all ages (15 to 99),2014-18,3563.0,Timiskaming,suppressed,suppressed,suppressed,suppressed
Melanoma,Males,all ages (15 to 99),2014-18,3565.0,Region of Waterloo,88.6,3.1,80.8,93.4
Melanoma,Males,all ages (15 to 99),2014-18,3566.0,Wellington-Dufferin-Guelph,84,4,74.2,90.2
Melanoma,Males,all ages (15 to 99),2014-18,3568.0,Windsor-Essex County,84.4,3.4,76.2,89.9
Melanoma,Males,all ages (15 to 99),2014-18,3570.0,York Region,88.8,2.5,82.8,92.8
Melanoma,Males,all ages (15 to 99),2014-18,3595.0,Toronto,88.7,1.8,84.7,91.7
Melanoma,Males,all ages (15 to 99),2014-18,35.0,All Ontario,88.8,0.7,87.4,90
Melanoma,Females,all ages (15 to 99),2014-18,3526.0,Algoma,suppressed,suppressed,suppressed,suppressed
Melanoma,Females,all ages (15 to 99),2014-18,3527.0,Brant County,88.6,4.6,75.6,94.9
Melanoma,Females,all ages (15 to 99),2014-18,3530.0,Durham Region,92.3,2.3,86.3,95.7
Melanoma,Females,all ages (15 to 99),2014-18,3533.0,Grey-Bruce,94.4,3.3,82.9,98.2
Melanoma,Females,all ages (15 to 99),2014-18,3534.0,Haldimand-Norfolk,suppressed,suppressed,suppressed,suppressed
Melanoma,Females,all ages (15 to 99),2014-18,3535.0,Haliburton Kawartha Pine Ridge,91.7,2.6,84.8,95.5
Melanoma,Females,all ages (15 to 99),2014-18,3536.0,Halton Region,90.4,2.4,84.4,94.2
Melanoma,Females,all ages (15 to 99),2014-18,3537.0,Hamilton,87.2,3,79.9,92
Melanoma,Females,all ages (15 to 99),2014-18,3538.0,Hastings Prince Edward Counties,96.4,2,89.3,98.8
Melanoma,Females,all ages (15 to 99),2014-18,3539.0,Huron County,suppressed,suppressed,suppressed,suppressed
Melanoma,Females,all ages (15 to 99),2014-18,3540.0,Chatham-Kent,87.9,6.6,66.8,96
Melanoma,Females,all ages (15 to 99),2014-18,3541.0,Kingston Frontenac Lennox Addington,96.6,2.5,86.4,99.2
Melanoma,Females,all ages (15 to 99),2014-18,3542.0,Lambton,81.2,6.4,64.7,90.6
Melanoma,Females,all ages (15 to 99),2014-18,3543.0,Leeds Grenville and Lanark,87.6,4.1,76.8,93.5
Melanoma,Females,all ages (15 to 99),2014-18,3544.0,Middlesex-London,96.4,1.7,91.1,98.5
Melanoma,Females,all ages (15 to 99),2014-18,3546.0,Niagara Region,88.3,2.5,82.2,92.4
Melanoma,Females,all ages (15 to 99),2014-18,3547.0,North Bay Parry Sound,suppressed,suppressed,suppressed,suppressed
Melanoma,Females,all ages (15 to 99),2014-18,3549.0,Northwestern,suppressed,suppressed,suppressed,suppressed
Melanoma,Females,all ages (15 to 99),2014-18,3551.0,Ottawa,92.5,2.1,87.2,95.7
Melanoma,Females,all ages (15 to 99),2014-18,3575.0,Southwestern,84.9,4.7,72.6,91.9
Melanoma,Females,all ages (15 to 99),2014-18,3553.0,Peel,92.6,2.3,86.6,96
Melanoma,Females,all ages (15 to 99),2014-18,3554.0,Perth,suppressed,suppressed,suppressed,suppressed
Melanoma,Females,all ages (15 to 99),2014-18,3555.0,Peterborough,80.3,5.4,66.9,88.7
Melanoma,Females,all ages (15 to 99),2014-18,3556.0,Porcupine,suppressed,suppressed,suppressed,suppressed
Melanoma,Females,all ages (15 to 99),2014-18,3557.0,Renfrew County,suppressed,suppressed,suppressed,suppressed
Melanoma,Females,all ages (15 to 99),2014-18,3558.0,Eastern Ontario,90.1,3.1,81.8,94.7
Melanoma,Females,all ages (15 to 99),2014-18,3560.0,Simcoe Muskoka,92.4,2,87.2,95.5
Melanoma,Females,all ages (15 to 99),2014-18,3561.0,Sudbury,83.2,5.1,70.1,90.9
Melanoma,Females,all ages (15 to 99),2014-18,3562.0,Thunder Bay District,75.2,8.3,54.5,87.5
Melanoma,Females,all ages (15 to 99),2014-18,3563.0,Timiskaming,suppressed,suppressed,suppressed,suppressed
Melanoma,Females,all ages (15 to 99),2014-18,3565.0,Region of Waterloo,87.9,3.1,80.3,92.7
Melanoma,Females,all ages (15 to 99),2014-18,3566.0,Wellington-Dufferin-Guelph,93.6,2.4,86.7,96.9
Melanoma,Females,all ages (15 to 99),2014-18,3568.0,Windsor-Essex County,90.8,2.5,84.4,94.6
Melanoma,Females,all ages (15 to 99),2014-18,3570.0,York Region,88.7,2.9,81.7,93.2
Melanoma,Females,all ages (15 to 99),2014-18,3595.0,Toronto,92,1.4,88.6,94.4
Melanoma,Females,all ages (15 to 99),2014-18,35.0,All Ontario,91.7,0.6,90.5,92.8
Melanoma,Both sexes,15 to 29,2014-18,3526.0,Algoma,suppressed,suppressed,suppressed,suppressed
Melanoma,Both sexes,15 to 29,2014-18,3527.0,Brant County,suppressed,suppressed,suppressed,suppressed
Melanoma,Both sexes,15 to 29,2014-18,3530.0,Durham Region,suppressed,suppressed,suppressed,suppressed
Melanoma,Both sexes,15 to 29,2014-18,3533.0,Grey-Bruce,suppressed,suppressed,suppressed,suppressed
Melanoma,Both sexes,15 to 29,2014-18,3534.0,Haldimand-Norfolk,suppressed,suppressed,suppressed,suppressed
Melanoma,Both sexes,15 to 29,2014-18,3535.0,Haliburton Kawartha Pine Ridge,suppressed,suppressed,suppressed,suppressed
Melanoma,Both sexes,15 to 29,2014-18,3536.0,Halton Region,100,0,suppressed,suppressed
Melanoma,Both sexes,15 to 29,2014-18,3537.0,Hamilton,100,0,suppressed,suppressed
Melanoma,Both sexes,15 to 29,2014-18,3538.0,Hastings Prince Edward Counties,suppressed,suppressed,suppressed,suppressed
Melanoma,Both sexes,15 to 29,2014-18,3539.0,Huron County,suppressed,suppressed,suppressed,suppressed
Melanoma,Both sexes,15 to 29,2014-18,3540.0,Chatham-Kent,suppressed,suppressed,suppressed,suppressed
Melanoma,Both sexes,15 to 29,2014-18,3541.0,Kingston Frontenac Lennox Addington,suppressed,suppressed,suppressed,suppressed
Melanoma,Both sexes,15 to 29,2014-18,3542.0,Lambton,suppressed,suppressed,suppressed,suppressed
Melanoma,Both sexes,15 to 29,2014-18,3543.0,Leeds Grenville and Lanark,suppressed,suppressed,suppressed,suppressed
Melanoma,Both sexes,15 to 29,2014-18,3544.0,Middlesex-London,100,0,suppressed,suppressed
Melanoma,Both sexes,15 to 29,2014-18,3546.0,Niagara Region,suppressed,suppressed,suppressed,suppressed
Melanoma,Both sexes,15 to 29,2014-18,3547.0,North Bay Parry Sound,suppressed,suppressed,suppressed,suppressed
Melanoma,Both sexes,15 to 29,2014-18,3549.0,Northwestern,suppressed,suppressed,suppressed,suppressed
Melanoma,Both sexes,15 to 29,2014-18,3551.0,Ottawa,100,0,suppressed,suppressed
Melanoma,Both sexes,15 to 29,2014-18,3575.0,Southwestern,suppressed,suppressed,suppressed,suppressed
Melanoma,Both sexes,15 to 29,2014-18,3553.0,Peel,suppressed,suppressed,suppressed,suppressed
Melanoma,Both sexes,15 to 29,2014-18,3554.0,Perth,suppressed,suppressed,suppressed,suppressed
Melanoma,Both sexes,15 to 29,2014-18,3555.0,Peterborough,suppressed,suppressed,suppressed,suppressed
Melanoma,Both sexes,15 to 29,2014-18,3556.0,Porcupine,suppressed,suppressed,suppressed,suppressed
Melanoma,Both sexes,15 to 29,2014-18,3557.0,Renfrew County,suppressed,suppressed,suppressed,suppressed
Melanoma,Both sexes,15 to 29,2014-18,3558.0,Eastern Ontario,suppressed,suppressed,suppressed,suppressed
Melanoma,Both sexes,15 to 29,2014-18,3560.0,Simcoe Muskoka,89.7,10,44.6,98.5
Melanoma,Both sexes,15 to 29,2014-18,3561.0,Sudbury,suppressed,suppressed,suppressed,suppressed
Melanoma,Both sexes,15 to 29,2014-18,3562.0,Thunder Bay District,suppressed,suppressed,suppressed,suppressed
Melanoma,Both sexes,15 to 29,2014-18,3563.0,Timiskaming,suppressed,suppressed,suppressed,suppressed
Melanoma,Both sexes,15 to 29,2014-18,3565.0,Region of Waterloo,92.8,7.1,57.2,99
Melanoma,Both sexes,15 to 29,2014-18,3566.0,Wellington-Dufferin-Guelph,suppressed,suppressed,suppressed,suppressed
Melanoma,Both sexes,15 to 29,2014-18,3568.0,Windsor-Essex County,suppressed,suppressed,suppressed,suppressed
