"REF_DATE","GEO","DGUID","Sex","Primary types of cancer ","Trends","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Canada (excluding Quebec)","","Both sexes","Anus, anal canal and anorectum","Overall trend within the last ten years","Annual percent change (APC)","Percentage","242","units","0","v1299913925","2.1.9.8.1","3.3","","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Anus, anal canal and anorectum","Overall trend within the last ten years","Start year of period","Number","223","units","0","v1299913926","2.1.9.8.2","2011","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Anus, anal canal and anorectum","Overall trend within the last ten years","End year of period","Number","223","units","0","v1299913927","2.1.9.8.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Liver","First trend","Annual percent change (APC)","Percentage","242","units","0","v1299913930","2.1.10.1.1","-2.1","","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Liver","First trend","Start year of period","Number","223","units","0","v1299913931","2.1.10.1.2","1984","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Liver","First trend","End year of period","Number","223","units","0","v1299913932","2.1.10.1.3","1996","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Liver","Second trend","Annual percent change (APC)","Percentage","242","units","0","v1299913935","2.1.10.2.1","3.6","","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Liver","Second trend","Start year of period","Number","223","units","0","v1299913936","2.1.10.2.2","1996","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Liver","Second trend","End year of period","Number","223","units","0","v1299913937","2.1.10.2.3","2016","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Liver","Third trend","Annual percent change (APC)","Percentage","242","units","0","v1299913940","2.1.10.3.1","-0.8","","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Liver","Third trend","Start year of period","Number","223","units","0","v1299913941","2.1.10.3.2","2016","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Liver","Third trend","End year of period","Number","223","units","0","v1299913942","2.1.10.3.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Liver","Fourth trend","Annual percent change (APC)","Percentage","242","units","0","v1299913945","2.1.10.4.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Liver","Fourth trend","Start year of period","Number","223","units","0","v1299913946","2.1.10.4.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Liver","Fourth trend","End year of period","Number","223","units","0","v1299913947","2.1.10.4.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Liver","Fifth trend","Annual percent change (APC)","Percentage","242","units","0","v1299913950","2.1.10.5.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Liver","Fifth trend","Start year of period","Number","223","units","0","v1299913951","2.1.10.5.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Liver","Fifth trend","End year of period","Number","223","units","0","v1299913952","2.1.10.5.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Liver","Latest trend","Annual percent change (APC)","Percentage","242","units","0","v1299913955","2.1.10.6.1","-0.8","","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Liver","Latest trend","Start year of period","Number","223","units","0","v1299913956","2.1.10.6.2","2016","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Liver","Latest trend","End year of period","Number","223","units","0","v1299913957","2.1.10.6.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Liver","Overall trend since 1984","Annual percent change (APC)","Percentage","242","units","0","v1299913960","2.1.10.7.1","1.2","","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Liver","Overall trend since 1984","Start year of period","Number","223","units","0","v1299913961","2.1.10.7.2","1984","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Liver","Overall trend since 1984","End year of period","Number","223","units","0","v1299913962","2.1.10.7.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Liver","Overall trend within the last ten years","Annual percent change (APC)","Percentage","242","units","0","v1299913965","2.1.10.8.1","1.7","","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Liver","Overall trend within the last ten years","Start year of period","Number","223","units","0","v1299913966","2.1.10.8.2","2011","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Liver","Overall trend within the last ten years","End year of period","Number","223","units","0","v1299913967","2.1.10.8.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Pancreas
","First trend","Annual percent change (APC)","Percentage","242","units","0","v1299913970","2.1.11.1.1","-0.8","","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Pancreas
","First trend","Start year of period","Number","223","units","0","v1299913971","2.1.11.1.2","1984","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Pancreas
","First trend","End year of period","Number","223","units","0","v1299913972","2.1.11.1.3","2000","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Pancreas
","Second trend","Annual percent change (APC)","Percentage","242","units","0","v1299913975","2.1.11.2.1","0.1","","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Pancreas
","Second trend","Start year of period","Number","223","units","0","v1299913976","2.1.11.2.2","2000","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Pancreas
","Second trend","End year of period","Number","223","units","0","v1299913977","2.1.11.2.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Pancreas
","Third trend","Annual percent change (APC)","Percentage","242","units","0","v1299913980","2.1.11.3.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Pancreas
","Third trend","Start year of period","Number","223","units","0","v1299913981","2.1.11.3.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Pancreas
","Third trend","End year of period","Number","223","units","0","v1299913982","2.1.11.3.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Pancreas
","Fourth trend","Annual percent change (APC)","Percentage","242","units","0","v1299913985","2.1.11.4.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Pancreas
","Fourth trend","Start year of period","Number","223","units","0","v1299913986","2.1.11.4.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Pancreas
","Fourth trend","End year of period","Number","223","units","0","v1299913987","2.1.11.4.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Pancreas
","Fifth trend","Annual percent change (APC)","Percentage","242","units","0","v1299913990","2.1.11.5.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Pancreas
","Fifth trend","Start year of period","Number","223","units","0","v1299913991","2.1.11.5.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Pancreas
","Fifth trend","End year of period","Number","223","units","0","v1299913992","2.1.11.5.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Pancreas
","Latest trend","Annual percent change (APC)","Percentage","242","units","0","v1299913995","2.1.11.6.1","0.1","","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Pancreas
","Latest trend","Start year of period","Number","223","units","0","v1299913996","2.1.11.6.2","2000","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Pancreas
","Latest trend","End year of period","Number","223","units","0","v1299913997","2.1.11.6.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Pancreas
","Overall trend since 1984","Annual percent change (APC)","Percentage","242","units","0","v1299914000","2.1.11.7.1","-0.3","","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Pancreas
","Overall trend since 1984","Start year of period","Number","223","units","0","v1299914001","2.1.11.7.2","1984","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Pancreas
","Overall trend since 1984","End year of period","Number","223","units","0","v1299914002","2.1.11.7.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Pancreas
","Overall trend within the last ten years","Annual percent change (APC)","Percentage","242","units","0","v1299914005","2.1.11.8.1","0.1","","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Pancreas
","Overall trend within the last ten years","Start year of period","Number","223","units","0","v1299914006","2.1.11.8.2","2011","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Pancreas
","Overall trend within the last ten years","End year of period","Number","223","units","0","v1299914007","2.1.11.8.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Lung and bronchus","First trend","Annual percent change (APC)","Percentage","242","units","0","v1299914010","2.1.12.1.1","0.8","","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Lung and bronchus","First trend","Start year of period","Number","223","units","0","v1299914011","2.1.12.1.2","1984","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Lung and bronchus","First trend","End year of period","Number","223","units","0","v1299914012","2.1.12.1.3","1992","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Lung and bronchus","Second trend","Annual percent change (APC)","Percentage","242","units","0","v1299914015","2.1.12.2.1","-0.8","","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Lung and bronchus","Second trend","Start year of period","Number","223","units","0","v1299914016","2.1.12.2.2","1992","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Lung and bronchus","Second trend","End year of period","Number","223","units","0","v1299914017","2.1.12.2.3","2006","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Lung and bronchus","Third trend","Annual percent change (APC)","Percentage","242","units","0","v1299914020","2.1.12.3.1","-1.7","","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Lung and bronchus","Third trend","Start year of period","Number","223","units","0","v1299914021","2.1.12.3.2","2006","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Lung and bronchus","Third trend","End year of period","Number","223","units","0","v1299914022","2.1.12.3.3","2015","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Lung and bronchus","Fourth trend","Annual percent change (APC)","Percentage","242","units","0","v1299914025","2.1.12.4.1","-3.7","","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Lung and bronchus","Fourth trend","Start year of period","Number","223","units","0","v1299914026","2.1.12.4.2","2015","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Lung and bronchus","Fourth trend","End year of period","Number","223","units","0","v1299914027","2.1.12.4.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Lung and bronchus","Fifth trend","Annual percent change (APC)","Percentage","242","units","0","v1299914030","2.1.12.5.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Lung and bronchus","Fifth trend","Start year of period","Number","223","units","0","v1299914031","2.1.12.5.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Lung and bronchus","Fifth trend","End year of period","Number","223","units","0","v1299914032","2.1.12.5.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Lung and bronchus","Latest trend","Annual percent change (APC)","Percentage","242","units","0","v1299914035","2.1.12.6.1","-3.7","","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Lung and bronchus","Latest trend","Start year of period","Number","223","units","0","v1299914036","2.1.12.6.2","2015","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Lung and bronchus","Latest trend","End year of period","Number","223","units","0","v1299914037","2.1.12.6.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Lung and bronchus","Overall trend since 1984","Annual percent change (APC)","Percentage","242","units","0","v1299914040","2.1.12.7.1","-1.1","","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Lung and bronchus","Overall trend since 1984","Start year of period","Number","223","units","0","v1299914041","2.1.12.7.2","1984","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Lung and bronchus","Overall trend since 1984","End year of period","Number","223","units","0","v1299914042","2.1.12.7.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Lung and bronchus","Overall trend within the last ten years","Annual percent change (APC)","Percentage","242","units","0","v1299914045","2.1.12.8.1","-2.8","","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Lung and bronchus","Overall trend within the last ten years","Start year of period","Number","223","units","0","v1299914046","2.1.12.8.2","2011","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Lung and bronchus","Overall trend within the last ten years","End year of period","Number","223","units","0","v1299914047","2.1.12.8.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Soft tissue (including heart)","First trend","Annual percent change (APC)","Percentage","242","units","0","v1299914050","2.1.13.1.1","2.3","","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Soft tissue (including heart)","First trend","Start year of period","Number","223","units","0","v1299914051","2.1.13.1.2","1984","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Soft tissue (including heart)","First trend","End year of period","Number","223","units","0","v1299914052","2.1.13.1.3","1999","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Soft tissue (including heart)","Second trend","Annual percent change (APC)","Percentage","242","units","0","v1299914055","2.1.13.2.1","0.5","","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Soft tissue (including heart)","Second trend","Start year of period","Number","223","units","0","v1299914056","2.1.13.2.2","1999","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Soft tissue (including heart)","Second trend","End year of period","Number","223","units","0","v1299914057","2.1.13.2.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Soft tissue (including heart)","Third trend","Annual percent change (APC)","Percentage","242","units","0","v1299914060","2.1.13.3.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Soft tissue (including heart)","Third trend","Start year of period","Number","223","units","0","v1299914061","2.1.13.3.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Soft tissue (including heart)","Third trend","End year of period","Number","223","units","0","v1299914062","2.1.13.3.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Soft tissue (including heart)","Fourth trend","Annual percent change (APC)","Percentage","242","units","0","v1299914065","2.1.13.4.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Soft tissue (including heart)","Fourth trend","Start year of period","Number","223","units","0","v1299914066","2.1.13.4.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Soft tissue (including heart)","Fourth trend","End year of period","Number","223","units","0","v1299914067","2.1.13.4.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Soft tissue (including heart)","Fifth trend","Annual percent change (APC)","Percentage","242","units","0","v1299914070","2.1.13.5.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Soft tissue (including heart)","Fifth trend","Start year of period","Number","223","units","0","v1299914071","2.1.13.5.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Soft tissue (including heart)","Fifth trend","End year of period","Number","223","units","0","v1299914072","2.1.13.5.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Soft tissue (including heart)","Latest trend","Annual percent change (APC)","Percentage","242","units","0","v1299914075","2.1.13.6.1","0.5","","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Soft tissue (including heart)","Latest trend","Start year of period","Number","223","units","0","v1299914076","2.1.13.6.2","1999","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Soft tissue (including heart)","Latest trend","End year of period","Number","223","units","0","v1299914077","2.1.13.6.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Soft tissue (including heart)","Overall trend since 1984","Annual percent change (APC)","Percentage","242","units","0","v1299914080","2.1.13.7.1","1.3","","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Soft tissue (including heart)","Overall trend since 1984","Start year of period","Number","223","units","0","v1299914081","2.1.13.7.2","1984","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Soft tissue (including heart)","Overall trend since 1984","End year of period","Number","223","units","0","v1299914082","2.1.13.7.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Soft tissue (including heart)","Overall trend within the last ten years","Annual percent change (APC)","Percentage","242","units","0","v1299914085","2.1.13.8.1","0.5","","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Soft tissue (including heart)","Overall trend within the last ten years","Start year of period","Number","223","units","0","v1299914086","2.1.13.8.2","2011","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Soft tissue (including heart)","Overall trend within the last ten years","End year of period","Number","223","units","0","v1299914087","2.1.13.8.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Melanomas of the skin","First trend","Annual percent change (APC)","Percentage","242","units","0","v1299914090","2.1.14.1.1","0.8","","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Melanomas of the skin","First trend","Start year of period","Number","223","units","0","v1299914091","2.1.14.1.2","1984","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Melanomas of the skin","First trend","End year of period","Number","223","units","0","v1299914092","2.1.14.1.3","2013","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Melanomas of the skin","Second trend","Annual percent change (APC)","Percentage","242","units","0","v1299914095","2.1.14.2.1","-2.8","","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Melanomas of the skin","Second trend","Start year of period","Number","223","units","0","v1299914096","2.1.14.2.2","2013","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Melanomas of the skin","Second trend","End year of period","Number","223","units","0","v1299914097","2.1.14.2.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Melanomas of the skin","Third trend","Annual percent change (APC)","Percentage","242","units","0","v1299914100","2.1.14.3.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Melanomas of the skin","Third trend","Start year of period","Number","223","units","0","v1299914101","2.1.14.3.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Melanomas of the skin","Third trend","End year of period","Number","223","units","0","v1299914102","2.1.14.3.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Melanomas of the skin","Fourth trend","Annual percent change (APC)","Percentage","242","units","0","v1299914105","2.1.14.4.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Melanomas of the skin","Fourth trend","Start year of period","Number","223","units","0","v1299914106","2.1.14.4.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Melanomas of the skin","Fourth trend","End year of period","Number","223","units","0","v1299914107","2.1.14.4.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Melanomas of the skin","Fifth trend","Annual percent change (APC)","Percentage","242","units","0","v1299914110","2.1.14.5.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Melanomas of the skin","Fifth trend","Start year of period","Number","223","units","0","v1299914111","2.1.14.5.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Melanomas of the skin","Fifth trend","End year of period","Number","223","units","0","v1299914112","2.1.14.5.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Melanomas of the skin","Latest trend","Annual percent change (APC)","Percentage","242","units","0","v1299914115","2.1.14.6.1","-2.8","","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Melanomas of the skin","Latest trend","Start year of period","Number","223","units","0","v1299914116","2.1.14.6.2","2013","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Melanomas of the skin","Latest trend","End year of period","Number","223","units","0","v1299914117","2.1.14.6.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Melanomas of the skin","Overall trend since 1984","Annual percent change (APC)","Percentage","242","units","0","v1299914120","2.1.14.7.1","0.1","","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Melanomas of the skin","Overall trend since 1984","Start year of period","Number","223","units","0","v1299914121","2.1.14.7.2","1984","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Melanomas of the skin","Overall trend since 1984","End year of period","Number","223","units","0","v1299914122","2.1.14.7.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Melanomas of the skin","Overall trend within the last ten years","Annual percent change (APC)","Percentage","242","units","0","v1299914125","2.1.14.8.1","-2.0","","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Melanomas of the skin","Overall trend within the last ten years","Start year of period","Number","223","units","0","v1299914126","2.1.14.8.2","2011","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Melanomas of the skin","Overall trend within the last ten years","End year of period","Number","223","units","0","v1299914127","2.1.14.8.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Breast","First trend","Annual percent change (APC)","Percentage","242","units","0","v1299914130","2.1.15.1.1","-0.8","","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Breast","First trend","Start year of period","Number","223","units","0","v1299914131","2.1.15.1.2","1984","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Breast","First trend","End year of period","Number","223","units","0","v1299914132","2.1.15.1.3","1994","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Breast","Second trend","Annual percent change (APC)","Percentage","242","units","0","v1299914135","2.1.15.2.1","-2.3","","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Breast","Second trend","Start year of period","Number","223","units","0","v1299914136","2.1.15.2.2","1994","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Breast","Second trend","End year of period","Number","223","units","0","v1299914137","2.1.15.2.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Breast","Third trend","Annual percent change (APC)","Percentage","242","units","0","v1299914140","2.1.15.3.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Breast","Third trend","Start year of period","Number","223","units","0","v1299914141","2.1.15.3.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Breast","Third trend","End year of period","Number","223","units","0","v1299914142","2.1.15.3.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Breast","Fourth trend","Annual percent change (APC)","Percentage","242","units","0","v1299914145","2.1.15.4.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Breast","Fourth trend","Start year of period","Number","223","units","0","v1299914146","2.1.15.4.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Breast","Fourth trend","End year of period","Number","223","units","0","v1299914147","2.1.15.4.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Breast","Fifth trend","Annual percent change (APC)","Percentage","242","units","0","v1299914150","2.1.15.5.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Breast","Fifth trend","Start year of period","Number","223","units","0","v1299914151","2.1.15.5.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Breast","Fifth trend","End year of period","Number","223","units","0","v1299914152","2.1.15.5.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Breast","Latest trend","Annual percent change (APC)","Percentage","242","units","0","v1299914155","2.1.15.6.1","-2.3","","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Breast","Latest trend","Start year of period","Number","223","units","0","v1299914156","2.1.15.6.2","1994","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Breast","Latest trend","End year of period","Number","223","units","0","v1299914157","2.1.15.6.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Breast","Overall trend since 1984","Annual percent change (APC)","Percentage","242","units","0","v1299914160","2.1.15.7.1","-1.9","","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Breast","Overall trend since 1984","Start year of period","Number","223","units","0","v1299914161","2.1.15.7.2","1984","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Breast","Overall trend since 1984","End year of period","Number","223","units","0","v1299914162","2.1.15.7.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Breast","Overall trend within the last ten years","Annual percent change (APC)","Percentage","242","units","0","v1299914165","2.1.15.8.1","-1.8","","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Breast","Overall trend within the last ten years","Start year of period","Number","223","units","0","v1299914166","2.1.15.8.2","2011","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Breast","Overall trend within the last ten years","End year of period","Number","223","units","0","v1299914167","2.1.15.8.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Urinary bladder (including in situ)","First trend","Annual percent change (APC)","Percentage","242","units","0","v1299914170","2.1.21.1.1","-0.2","","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Urinary bladder (including in situ)","First trend","Start year of period","Number","223","units","0","v1299914171","2.1.21.1.2","1984","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Urinary bladder (including in situ)","First trend","End year of period","Number","223","units","0","v1299914172","2.1.21.1.3","2016","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Urinary bladder (including in situ)","Second trend","Annual percent change (APC)","Percentage","242","units","0","v1299914175","2.1.21.2.1","-3.9","","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Urinary bladder (including in situ)","Second trend","Start year of period","Number","223","units","0","v1299914176","2.1.21.2.2","2016","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Urinary bladder (including in situ)","Second trend","End year of period","Number","223","units","0","v1299914177","2.1.21.2.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Urinary bladder (including in situ)","Third trend","Annual percent change (APC)","Percentage","242","units","0","v1299914180","2.1.21.3.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Urinary bladder (including in situ)","Third trend","Start year of period","Number","223","units","0","v1299914181","2.1.21.3.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Urinary bladder (including in situ)","Third trend","End year of period","Number","223","units","0","v1299914182","2.1.21.3.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Urinary bladder (including in situ)","Fourth trend","Annual percent change (APC)","Percentage","242","units","0","v1299914185","2.1.21.4.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Urinary bladder (including in situ)","Fourth trend","Start year of period","Number","223","units","0","v1299914186","2.1.21.4.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Urinary bladder (including in situ)","Fourth trend","End year of period","Number","223","units","0","v1299914187","2.1.21.4.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Urinary bladder (including in situ)","Fifth trend","Annual percent change (APC)","Percentage","242","units","0","v1299914190","2.1.21.5.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Urinary bladder (including in situ)","Fifth trend","Start year of period","Number","223","units","0","v1299914191","2.1.21.5.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Urinary bladder (including in situ)","Fifth trend","End year of period","Number","223","units","0","v1299914192","2.1.21.5.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Urinary bladder (including in situ)","Latest trend","Annual percent change (APC)","Percentage","242","units","0","v1299914195","2.1.21.6.1","-3.9","","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Urinary bladder (including in situ)","Latest trend","Start year of period","Number","223","units","0","v1299914196","2.1.21.6.2","2016","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Urinary bladder (including in situ)","Latest trend","End year of period","Number","223","units","0","v1299914197","2.1.21.6.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Urinary bladder (including in situ)","Overall trend since 1984","Annual percent change (APC)","Percentage","242","units","0","v1299914200","2.1.21.7.1","-0.7","","","","1"
"2021","Canada (excluding Quebec)","","Both sexes","Urinary bladder (including in situ)","Overall trend since 1984","Start year of period","Number","223","units","0","v1299914201","2.1.21.7.2","1984","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Urinary bladder (including in situ)","Overall trend since 1984","End year of period","Number","223","units","0","v1299914202","2.1.21.7.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Both sexes","Urinary bladder (including in situ)","Overall trend within the last ten years","Annual percent change (APC)","Percentage","242","units","0","v1299914205","2.1.21.8.1","-1.8","","","","1"
